,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1141,60,RL,4.234,9.240287448344136,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,2Story,5,7,33,33,Gable,CompShg,Plywood,Plywood,BrkFace,44.0,TA,Gd,CBlock,TA,TA,No,ALQ,381,Unf,0,399,780,GasA,Ex,Y,SBrkr,6.9920964,780,0,7.532624,1,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,33.0,Unf,2,484,TA,TA,Y,448,96,0,0,0,0,0,10,2009,WD,Normal,12.193493863323313
1142,60,RL,4.344,9.206834232646894,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1,0,Hip,CompShg,VinylSd,VinylSd,Stone,340.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1150,Unf,0,316,1466,GasA,Ex,Y,SBrkr,7.2902927,1362,0,7.947325,1,0,3,0,4,1,Gd,11,Typ,1,TA,BuiltIn,1.0,RFn,3,1052,TA,TA,Y,125,144,0,0,0,0,0,4,2007,New,Partial,12.959538518762063
1143,20,RL,4.234,9.104979856318357,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,3,49,49,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,288,Unf,0,718,1006,GasA,TA,Y,SBrkr,6.9137373,0,0,6.9137373,0,0,1,0,3,1,TA,5,Typ,0,Gd,Attchd,28.0,Unf,0,0,TA,TA,Y,0,24,0,0,0,0,0,7,2008,WD,Normal,11.289781913656018
1144,190,RL,4.094,9.407550541263888,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,4,4,69,60,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Fa,BrkTil,Gd,TA,No,BLQ,348,Unf,0,324,672,Grav,Fa,N,FuseA,6.510258,252,0,6.828712,1,0,1,0,2,1,Fa,5,Typ,0,Gd,Detchd,69.0,Unf,1,280,TA,TA,Y,0,0,0,0,0,0,0,7,2010,WD,Normal,11.289781913656018
1145,50,RM,3.951,8.738735461363474,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,78,56,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,1042,1042,GasA,Ex,Y,SBrkr,6.9488974,534,0,7.362645,0,0,1,0,3,1,TA,8,Typ,1,Gd,Detchd,78.0,Unf,1,225,TA,TA,Y,0,0,0,0,0,0,0,8,2006,WD,Family,11.911701584927597
1146,20,RL,4.234,9.323669057283185,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,21,21,Gable,CompShg,Wd Sdng,Wd Shng,BrkFace,85.0,Gd,TA,CBlock,Gd,TA,No,GLQ,1258,Unf,0,40,1298,GasA,TA,Y,SBrkr,7.16858,0,0,7.16858,1,0,2,0,3,1,Gd,5,Typ,1,TA,Attchd,21.0,Unf,2,403,TA,TA,Y,165,26,0,0,0,0,0,5,2006,WD,Normal,12.100712129872347
1147,70,RL,4.316,9.392661928770137,Pave,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,7,68,59,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,275,Unf,0,429,704,GasA,Ex,Y,SBrkr,6.7569323,704,0,7.355002,0,0,1,1,3,1,Fa,7,Typ,1,Gd,Attchd,68.0,Unf,1,234,TA,TA,Y,0,0,0,0,0,0,0,7,2009,WD,Normal,12.069680020624618
1148,50,RM,4.234,8.648221453822641,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,7,7,82,58,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,572,572,GasA,TA,Y,SBrkr,6.349139,539,0,7.0130157,0,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,26.0,Unf,1,288,TA,TA,Y,0,0,176,0,0,0,0,8,2008,WD,Normal,11.66907414746016
1149,70,RM,3.912,9.104979856318357,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,7,9,89,21,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,TA,TA,No,ALQ,624,Unf,0,26,650,GasA,Ex,Y,SBrkr,6.7238326,650,0,7.301148,0,1,1,0,3,1,TA,7,Typ,0,Gd,Detchd,79.0,Unf,2,324,TA,TA,Y,0,0,0,0,0,0,0,7,2009,WD,Normal,11.870599909242044
1150,20,RL,4.043,9.021598247379305,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,57,57,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,932,932,GasA,Ex,Y,FuseA,6.8373327,0,0,6.8373327,0,0,1,0,2,1,Gd,4,Typ,1,Gd,Attchd,57.0,Unf,1,306,TA,TA,Y,0,0,214,0,0,0,0,11,2007,WD,Normal,11.728036844587175
1151,20,RL,4.9,9.784422445377189,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,4,47,47,Gable,CompShg,HdBoard,Plywood,BrkFace,132.0,TA,TA,CBlock,TA,TA,No,BLQ,176,Unf,0,1290,1466,GasA,TA,Y,SBrkr,7.2902927,0,0,7.2902927,0,0,1,1,3,1,Fa,6,Typ,2,Gd,Attchd,47.0,Fin,2,528,TA,TA,Y,0,140,0,0,100,0,0,11,2006,WD,Normal,11.917723684090689
1152,20,RL,4.5,9.55499334068759,Pave,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,7,50,2,Gable,CompShg,Stone,Stone,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,296,GLQ,547,230,1073,GasA,Ex,Y,SBrkr,7.5016346,0,0,7.5016346,0,0,1,0,2,1,Ex,6,Typ,1,Gd,Attchd,50.0,Fin,2,470,TA,TA,Y,0,0,280,0,0,0,0,7,2006,WD,Abnorml,12.345834587905333
1153,30,RM,4.234,8.681011276645632,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,8,78,1,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,BrkTil,TA,TA,Av,ALQ,538,Unf,0,278,816,GasA,Ex,Y,SBrkr,6.7044144,0,0,6.7044144,0,0,1,0,2,1,TA,5,Typ,0,Gd,Detchd,6.0,Unf,1,432,TA,TA,Y,0,0,96,0,0,0,0,6,2008,WD,Normal,11.699405031912846
1154,60,RL,4.234,9.525151111816216,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,6,43,20,Gable,CompShg,VinylSd,VinylSd,Stone,288.0,TA,TA,CBlock,TA,TA,Gd,ALQ,454,Unf,0,410,864,GasA,TA,Y,SBrkr,6.8046145,918,0,7.506592,0,0,1,2,4,1,Gd,8,Typ,2,Gd,Attchd,43.0,Unf,2,492,TA,TA,Y,60,84,0,0,273,0,0,5,2008,WD,Normal,12.215032386901646
1155,20,RL,4.5,9.284334051884509,Pave,IR1,Lvl,AllPub,Corner,Gtl,Veenker,Norm,Norm,1Fam,1Story,5,8,31,3,Gable,CompShg,Plywood,Plywood,None,0.0,Gd,Gd,CBlock,Gd,TA,Gd,ALQ,1157,Unf,0,280,1437,GasA,TA,Y,SBrkr,7.270313,0,0,7.270313,1,0,2,0,3,1,Gd,6,Typ,1,Fa,Attchd,31.0,RFn,2,528,TA,TA,Y,0,21,0,0,180,0,0,7,2007,WD,Normal,12.292250341771226
1156,80,RL,4.44,9.143131622282732,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,8,43,9,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,Gd,PConc,TA,TA,Gd,ALQ,633,Unf,0,586,1219,GasA,Gd,Y,SBrkr,7.1428275,0,0,7.1428275,0,1,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,43.0,RFn,2,502,TA,TA,Y,0,92,0,96,0,0,0,10,2008,WD,Normal,12.100156419938624
1157,120,RL,3.525,8.517393171418904,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,7,5,2,1,Gable,CompShg,VinylSd,VinylSd,Stone,166.0,Gd,TA,PConc,Gd,TA,No,GLQ,904,Unf,0,410,1314,GasA,Ex,Y,SBrkr,7.1808314,0,0,7.1808314,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,1.0,RFn,2,626,TA,TA,Y,172,62,0,0,0,0,0,7,2009,WD,Normal,12.345834587905333
1158,20,RL,4.523,9.386979145634639,Pave,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,1,0,Gable,CompShg,VinylSd,VinylSd,Stone,186.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1580,1580,GasA,Ex,Y,SBrkr,7.36518,0,0,7.36518,0,0,2,0,3,1,Gd,7,Typ,0,Gd,Attchd,0.0,RFn,3,830,TA,TA,Y,0,24,0,0,0,0,0,6,2008,ConLD,Partial,12.367885325692589
1159,60,RL,4.332,9.118225083068378,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,34,34,Hip,CompShg,HdBoard,HdBoard,BrkFace,270.0,Gd,TA,CBlock,TA,TA,No,ALQ,442,Unf,0,459,901,GasA,TA,Y,SBrkr,6.8490663,933,0,7.536897,0,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,34.0,RFn,2,540,Gd,TA,Y,0,69,0,0,0,0,0,7,2008,WD,Normal,12.128111104060462
1160,160,RL,3.178,7.731930721948486,Pave,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,5,32,32,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,311,Unf,0,544,855,GasA,Fa,Y,SBrkr,6.7511015,601,0,7.283448,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,32.0,Unf,2,440,TA,TA,Y,26,0,0,0,0,0,0,7,2010,WD,Normal,11.891361900690473
1161,20,RL,4.234,9.600894867348593,Pave,IR1,Low,AllPub,CulDSac,Gtl,Crawfor,PosN,Norm,1Fam,1Story,6,7,54,2,Hip,CompShg,HdBoard,HdBoard,BrkFace,72.0,Gd,TA,CBlock,TA,TA,No,BLQ,728,Unf,0,568,1296,GasA,Ex,Y,SBrkr,7.4024515,0,0,7.4024515,1,0,1,0,3,1,Gd,7,Typ,1,Gd,Detchd,15.0,Unf,2,924,TA,TA,Y,108,0,0,216,0,0,0,11,2008,WD,Normal,12.319401330837177
1162,20,RL,4.69,9.07383312732152,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,39,39,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,492,Unf,0,402,894,GasA,Gd,Y,SBrkr,6.795706,0,0,6.795706,0,0,1,0,3,1,TA,5,Typ,1,Po,Attchd,39.0,Fin,2,450,TA,TA,Y,0,0,0,0,0,0,0,5,2007,WD,Normal,11.76756768334381
1163,90,RL,4.094,9.464982590349763,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,Duplex,SFoyer,4,4,39,39,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,1198,Unf,0,0,1198,GasA,TA,Y,SBrkr,7.1372786,0,0,7.1372786,2,0,0,2,0,2,TA,6,Typ,0,Gd,CarPort,39.0,Unf,2,400,Fa,TA,Y,120,0,0,0,0,0,0,1,2008,WD,Alloca,11.598726943661342
1164,80,RL,4.234,9.69010867127683,Pave,IR1,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,5,7,29,29,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,PConc,Gd,TA,Gd,ALQ,680,Rec,391,289,1360,GasA,Ex,Y,SBrkr,7.2668276,0,0,7.2668276,1,0,1,1,2,1,Gd,5,Typ,1,TA,Attchd,29.0,Unf,2,588,TA,TA,Y,168,180,0,0,0,0,0,6,2007,WD,Normal,12.175613438045465
1165,20,RL,4.37,9.163353580751846,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,0,0,Gable,CompShg,VinylSd,VinylSd,Stone,268.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1502,1502,GasA,Ex,Y,SBrkr,7.314553,0,0,7.314553,0,0,2,0,3,1,Gd,7,Typ,0,Gd,Attchd,0.0,RFn,2,644,TA,TA,Y,0,114,0,0,0,0,0,9,2009,New,Partial,12.359523080243038
1166,20,RL,4.16,9.25674674479034,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2,2,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1694,1694,GasA,Ex,Y,SBrkr,7.434848,0,0,7.434848,0,0,2,0,3,1,Gd,7,Typ,0,Gd,Attchd,2.0,RFn,3,776,TA,TA,Y,160,33,0,0,0,0,0,2,2010,WD,Normal,12.41044104151805
1167,60,RL,4.06,9.292104673778823,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,6,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,786,Unf,0,173,959,GasA,Ex,Y,SBrkr,6.865891,712,0,7.4211774,1,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,6.0,Fin,2,472,TA,TA,Y,0,38,0,0,0,0,0,2,2006,WD,Normal,12.061046873479915
1168,70,RL,4.79,9.527192821727743,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,7,73,22,Hip,CompShg,Stucco,Stucco,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,626,Unf,0,501,1127,GasA,Ex,Y,SBrkr,7.1196356,872,0,7.653495,0,0,2,0,4,1,Gd,7,Typ,2,TA,Basment,73.0,Unf,2,540,TA,TA,Y,0,0,0,0,90,0,0,7,2008,WD,Normal,12.367340793126296
1169,60,RL,4.77,10.48458522928745,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,5,11,10,Hip,CompShg,HdBoard,HdBoard,BrkFace,1378.0,Gd,Gd,PConc,Ex,TA,Gd,GLQ,1387,Unf,0,543,1930,GasA,Ex,Y,SBrkr,7.5126176,1796,0,8.196161,1,0,3,1,4,1,Gd,10,Typ,1,TA,Attchd,11.0,Fin,3,807,TA,TA,Y,361,76,0,0,0,0,0,7,2006,WD,Normal,13.345506928718539
1170,80,RL,4.332,9.198267790741914,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,31,31,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,522,Unf,0,574,1096,GasA,TA,Y,SBrkr,7.0192966,0,0,7.0192966,1,0,1,0,3,1,TA,6,Typ,1,Po,Attchd,31.0,Fin,1,358,TA,TA,Y,203,0,0,0,0,576,0,7,2008,WD,Normal,12.049418835484797
1171,20,RL,4.332,9.118225083068378,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,50,50,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,662,Unf,0,599,1261,GasA,Ex,Y,SBrkr,7.1396604,0,0,7.1396604,1,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,50.0,RFn,2,433,TA,TA,Y,0,0,0,0,288,0,1400,11,2008,WD,Normal,12.0015054797889
1172,160,FV,3.555,8.298290634359283,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2,1,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,625,625,GasA,Ex,Y,SBrkr,6.437752,625,0,7.130899,0,0,2,1,2,1,Gd,5,Typ,0,Gd,Detchd,2.0,Fin,2,625,TA,TA,Y,0,54,0,0,0,0,0,3,2008,WD,Normal,12.05466819137094
1173,50,RL,4.926,9.799792316197363,Pave,IR1,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,5,6,61,13,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,152,BLQ,469,977,1598,GasA,TA,Y,SBrkr,7.4000096,971,479,8.034631,0,0,3,0,3,1,Ex,12,Maj1,1,Gd,Attchd,27.0,Unf,0,0,TA,TA,Y,122,0,0,0,0,0,0,3,2007,WD,Normal,12.20856952572876
1174,70,RL,4.383,9.71474542793925,Pave,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,8,74,56,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,No,Rec,503,Unf,0,449,952,GasA,TA,Y,SBrkr,7.0647593,1175,0,7.7600408,0,0,2,1,4,1,TA,9,Typ,1,Gd,Detchd,74.0,Unf,2,360,TA,TA,Y,0,0,0,0,0,0,0,7,2006,WD,Normal,12.384218830913648
1175,50,RL,4.44,9.275940829060131,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,15,7,Hip,CompShg,HdBoard,HdBoard,BrkFace,337.0,Gd,TA,PConc,Gd,TA,No,GLQ,700,Unf,0,983,1683,GasA,Ex,Y,SBrkr,7.663408,743,0,7.962764,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,15.0,Fin,2,541,TA,TA,Y,0,33,0,0,0,0,0,4,2007,WD,Normal,12.560244459250788
1176,20,RL,3.611,8.846640813100485,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,24,23,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,658,Unf,0,218,876,GasA,TA,Y,SBrkr,6.827629,0,0,6.827629,1,0,1,0,3,1,TA,5,Typ,0,Gd,Attchd,24.0,Unf,1,264,TA,TA,Y,362,0,0,0,0,0,0,10,2008,WD,Normal,11.691071650353702
1177,50,RM,4.234,8.281470857895167,Pave,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,8,83,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,468,Unf,0,350,818,GasA,TA,Y,SBrkr,6.7068624,406,0,7.1098795,0,0,1,0,3,1,TA,5,Typ,0,Gd,Detchd,83.0,Unf,1,210,TA,TA,N,0,0,116,0,0,0,0,12,2009,WD,Normal,11.652687407345388
1178,50,RL,3.988,8.946505025998682,Pave,IR1,Lvl,AllPub,FR2,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,88,59,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,731,731,GasA,Ex,Y,SBrkr,6.7093043,523,0,7.202661,0,0,1,1,3,1,TA,7,Typ,1,Gd,Detchd,88.0,Unf,1,186,Fa,TA,Y,192,0,102,0,0,0,0,7,2009,WD,Normal,11.95053502640496
1179,20,RL,4.344,9.028218795184895,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,52,52,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Slab,TA,TA,No,Unf,0,Unf,0,0,0,GasA,Gd,Y,SBrkr,7.024649,0,0,7.024649,0,0,1,0,3,1,TA,5,Min2,1,Gd,Attchd,26.0,Unf,0,0,TA,TA,N,0,36,190,0,0,0,0,4,2006,WD,Normal,11.440354772135393
1180,60,RL,4.234,9.320986892063246,Pave,IR2,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,16,15,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,Wood,Gd,TA,No,LwQ,1216,Unf,0,0,1216,GasA,Ex,Y,SBrkr,7.16858,1216,0,7.8296304,0,0,2,1,4,1,TA,8,Typ,0,Gd,Attchd,16.0,Fin,2,693,TA,TA,Y,0,0,0,0,0,0,0,4,2006,WD,Normal,12.429216196844383
1181,120,RM,4.16,8.628197749459149,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,0,0,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1480,Unf,0,120,1600,GasA,Ex,Y,SBrkr,7.409742,0,0,7.409742,1,1,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,0.0,Fin,2,482,TA,TA,Y,162,53,0,153,0,0,0,11,2008,New,Partial,12.8802918162046
1182,60,RL,5.074,9.656499466411903,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,5,11,11,Hip,CompShg,Wd Sdng,ImStucc,None,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,2096,Unf,0,300,2396,GasA,Ex,Y,SBrkr,7.787797,2065,0,8.406486,1,0,3,1,4,1,Ex,10,Typ,2,TA,Attchd,11.0,Fin,3,813,TA,TA,Y,171,78,0,0,0,555,0,7,2007,WD,Abnorml,13.521139497361697
1183,30,RL,4.094,9.287301413112312,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,86,56,Hip,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,821,Unf,0,299,1120,GasA,Ex,Y,SBrkr,7.029973,0,0,7.029973,1,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,36.0,Unf,2,720,TA,TA,Y,229,0,0,0,0,0,0,6,2006,WD,Normal,11.695247021764184
1184,20,RL,3.912,10.466896138710247,Grvl,Reg,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,1Story,5,4,44,44,Hip,CompShg,MetalSd,MetalSd,BrkFace,226.0,TA,TA,CBlock,TA,TA,Gd,Rec,1159,Unf,0,413,1572,GasA,Gd,Y,SBrkr,7.360104,0,0,7.360104,1,0,1,1,3,1,TA,5,Typ,2,TA,2Types,44.0,RFn,3,995,TA,TA,Y,0,263,0,0,263,0,0,5,2007,WD,Normal,12.137258329529814
1185,50,RL,4.094,9.183791036742646,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,82,56,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,392,Unf,0,392,784,GasA,Gd,Y,SBrkr,6.8554087,272,0,7.1074257,1,0,1,0,4,1,TA,7,Typ,0,Gd,Attchd,41.0,Unf,1,392,TA,TA,Y,0,0,236,0,0,0,0,3,2006,WD,Normal,11.560762794384388
1186,190,RL,4.67,9.270023374137356,Pave,IR1,Bnk,AllPub,Corner,Mod,OldTown,Artery,Artery,2fmCon,2Story,3,5,109,39,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Fa,TA,Mn,BLQ,440,Unf,0,538,978,GasA,TA,Y,SBrkr,6.921658,685,0,7.437795,1,0,2,0,3,2,TA,7,Typ,0,Gd,CarPort,89.0,Unf,2,420,Fa,Fa,Y,0,74,0,0,0,0,0,8,2009,WD,Abnorml,11.461632170582678
1187,20,RL,4.49,9.430359045942868,Pave,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,12,11,Gable,CompShg,ImStucc,ImStucc,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1456,Unf,0,168,1624,GasA,Ex,Y,SBrkr,7.3926477,0,0,7.3926477,1,0,2,0,2,1,Gd,5,Typ,1,Fa,Attchd,12.0,RFn,3,757,TA,TA,Y,0,114,192,0,0,0,0,7,2006,WD,Normal,12.476099782743233
1188,60,RL,4.22,9.097731427593528,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,7,7,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,831,831,GasA,Ex,Y,SBrkr,6.72263,829,0,7.4145727,0,0,2,1,3,1,Gd,7,Typ,0,Gd,Attchd,7.0,RFn,2,493,TA,TA,Y,144,68,0,0,0,0,0,7,2009,WD,Normal,12.180754837545884
1189,60,RL,4.094,8.922658299524402,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,11,11,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,994,994,GasA,Gd,Y,SBrkr,6.9353704,776,0,7.4977617,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,11.0,Fin,2,442,TA,TA,Y,140,60,0,0,0,0,0,6,2010,WD,Normal,12.14950229404178
1190,190,RL,4.234,10.387856258239758,Pave,Reg,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,2fmCon,1Story,4,4,46,32,Gable,CompShg,MetalSd,MetalSd,Stone,149.0,TA,Gd,CBlock,TA,TA,Av,BLQ,1159,Unf,0,90,1249,GasA,Ex,Y,SBrkr,7.391415,0,0,7.391415,1,0,1,0,3,1,TA,7,Typ,1,TA,2Types,32.0,Fin,4,1356,TA,TA,Y,439,0,0,0,0,0,0,3,2007,WD,Normal,12.031719258385396
1191,160,FV,3.178,7.8804263442924,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,8,7,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,776,776,GasA,Ex,Y,SBrkr,6.638568,677,0,7.2730927,0,0,2,1,2,1,Gd,5,Typ,0,Gd,Detchd,8.0,Unf,2,492,TA,TA,Y,206,0,0,0,0,0,0,11,2007,WD,Normal,12.066810578196666
